Username,Comment
@catpoke9557,The title of this video sounds like a meme
@7deadlysins_meliodas819,Why don’t they change the seating order every round or something? Like people on this side com to this side or even dr.mike just changing what side of the table he’s on because it was tiring a bit hearing from the same people over and over
@jaytorres5892,"I feel so bad for Dr Mike, I have so much respect for him staying calm and respectful. I saw a video reviewing this video, and the few clips I saw sent me through the roof! This format is way too flawed and this wasn't even a debate, it was a bunch of ignorant people venting to the wrong type of Doctor. They didn't even let Dr Mike get a point across without raising flags, I can't support this garbage."
@evero8375,"7:45 People like this can be the hardest to convince because they aren't wrong per se, I just feel like he lacks general knowledge of how things work and he's making vague connections that are related but don't really fit together and don't follow a strong line of reasoning."
@jeffreyian5677,"Jacobson vs. Massachusetts, 1905 Supreme Court Decision"
@DjDimplez101,"People completely disregard the fact that there are topics Dr. Mike is brining up and these people just decide to sit down and spew their life stories and completely stray away from the topic at hand and choose to disregard the logic being presented to them. This was the most frustrating video I’ve seen yet. 

I get excited with Dr. Mike answered these people with grace and patience. Amazing job 👏🏽"
@lisas.3530,The girl who said HIV didn’t cause AIDS and tried to explain AIDS omggggg 😂😂😂😂
@rohaninabout,Patience of a SAINT
@azul4904,"their logic is flawed but invalidating it altogether only serves as reinforcement. their concerns can be understandable. if we respect eachother and open the conversation, and we show eachother that we share the same goals which is for all of us to be healthy, we can actually get somewhere."
@darielpel,Dr. Mike followed the most important rule of the Debate by talking with knowledge instead of emotion
@itzallai2397,"TLDR: 
1)The scientific method is crucial to medical decisions. Evidence based treatment are the treatment used by doctors.

2) Correlation doesn't = causation

3) Doctors dont know everything"
@ambititer6867,I think some of these people should be legitimately checked for psychosis
@danicamonroe,Imagine thinking vaccines are bad because someone who happened to be vaccinated had a heart attack 😂
@Headpo,Did that red haired woman just said that climate change is not real? 41:10
@WobVR,I ain't trusting nobody that says 'Apricot' like Apruh-cot.
@iheartskeleton,the crossover i didn’t know i needed yet will fuel me for days
@oxcar2v,Dr. Mike really just trying to figure what their question really is 😂 just a bunch of ranting
@franciscosierra8006,I find it crazy that someone with a jean jacket is telling doctor mike that he’s wrong with such confidence
@RicardoMorenoAlmeida,"I stopped after the ""weather manipulation weapons"". My brain can't take it anymore...
Dr. Mike is a literal saint to be able to sit there and listen to that!"
@eliascampos3590,"17:14 the lady in the background rolling her eyes so bad i thought she was having an seizure 😂.
In a debate, if you are not open to admit that you might be wrong, there is no point at all, despite the topic it is being discussed"
@Lykon,"1:25:15 dude, the child was safe because other children are vaccinated. If everybody decided to stop vaccines, then you're fucked."
@crawdaddyy,"There is a legitimate argument to be made for the corporatization of vaccines, but I didn’t really hear any of that here. Jubilee did a poor job vetting these participants"
@Juliana-eb4fv,The guy in the colored jacket did not stutter 😮‍💨
@ndocds,I have a feeling she also nurses her 361 month boyfriend.
@smashmusique,I'd like to see Dr.Mike interview RFK junior
@reginamaigret838,Is the blue sweater dude paid for by RFK Jr? Lmao… thank you. Dr. Mike is a saint
@Lykon,"1:17:40 ""they got 1 thing wrong, let's just disregard anything they say and believe total fabricated lies"""
@sirminimuffin4196,"8:33 “the further we get away from nature the more diseases we see,” brother the expected lifespan used to literally below 50 in just the early 1900s. It has gone up by nearly 30 years in the past century due to modern medicine."
@kellydonnelly3188,“Were you forced?” No but they made me feel forced 😂
@neefeace,I definitely want more videos like this one. Loved it ❤
@wallatbaban416,Video title should be: 20 antivaxxers believe correlation = causation.
@kevinhenry5749,Fact checkers are unreliable.  They need to be fact checked.
@NinjaProofVest,"I read a lot of the comments and feel the same.  People weren't voting out the person that was arguing they were voting when Dr. Mike was dominating the participant.  How these people are going to try and ""own"" Dr. Mike is hilarious.  Well played Dr. Mike.  You are incredible."
@HeyMorganAshley,It’s terrifying how many of these people are parents.
@Arrestia,"Delivering the line ""people get injured by seatbelts"" so straight face was diabolical."
@annav-bt4sr,the red haired one is tweeking @1:22:23
@daniela_02_10,“Because I actually read and study” GIRL- the disrespect
@Totally_not_Kelkel,"10 min into the video and i spot a pattern.

Antivaxx: Speaks their argument and belief.
Mike: Sets up the context and reasoning to answer the argument.
Host: Sorry you got voted out, next.

Mike didn't even have time to get to the point 😂"
@OhNoMeCheese,"Wait, the people, especially contestant 2 brings up points people actually want to know about (arbitrary 6 foot distancing guidelines for example) and they cut him off before he can explain!? What’s even the point of this? Why do they cut off the expert before he can finish his thought instead of waiting until he is done and then making the contestant sit down?"
@Yalllidkwhat,Vaccines work so well that now people are able to doubt them because they are alive.
@OhNoMeCheese,"Wait, the people, especially contestant 2 brings up points people actually want to know about (arbitrary 6 foot distancing guidelines for example) and they cut him off before he can explain!? What’s even the point of this? Why do they cut off the expert before he can finish his thought instead of waiting until he is done and then making the contestant sit down?"
@guascamsb8138,The antivax barely finished speaking and you already have 8 flags up. Nobody wanted to give the doctor a chance of speaking. The doctor should have *AT LEAST* the same amount of time to talk as the antivaxxer had to say their part....
@cathytauscher6760,I literally cannot stand when somebody brings religion into a scientific discussion.
@anonymous23890,"I am so glad that I had parents and guardians that told me that vaccines are in fact, important, and I am glad that I am not as uneducated as these people. Luv Dr Mike btw"
@Tripp-d2l,Is it just me or does dr mike look a bit chubby in this vid
@TheRemedy,"Need time limits on the opening speech, the rants go on so long and bring up every possible conspiracy topic.  Make opening remark 90 seconds or so."
@bobbygodiva,It's wild how these people argue in key phrases that when stringed together make no actual sense. Or they start off by talking about an atrocity that happened that has literally nothing to do with vaccines.
@clnne,"If someone is voted out of speaking, please at least let the center respond. It was so frustrating to hear a rant and nothing else."
@a.nellfishur6709,wait.  7???
@Lovejojo-sx9um,Doctor Mikeeeeee!!!!
@michealhubbard684,"I wanted to watch this, but I cringed out at 29 seconds."
@Lykon,56:10 oh the guy that believes government agencies pay taxes.
@daniela_02_10,This was very hard to watch
@OhNoMeCheese,"There’s no way that some of these people are really this way, the first woman is like a parody of an anti-vaxxer from a made for TV movie or something"
@kellydonnelly3188,Did this women really say HIV doesn’t cause AIDS??? Did you see that guy in the back make a face when she said that😂
@Mitch3215Gaming,"This whole video is so frustrating, format is great in theory but the majority just vote out the defender as soon as they make a point."
@oldschoolkyle,Doctor Mike has a lot more patience then I would have had with some of these numbskulls 😅
@dvdheinsen,1:20:40 dude had one of the hardest reverse uno cards pulled I’ve ever seen.
@hasseo1,"Conspiracy time: Jubilee lets people vote other people out during Doctor Mike's answers so that they, through their fact checking, can appear more credible than they are."
@lucasmed2351,"The lady at 1:10:02 presented herself as a professional ""Longevity Educator"". She is antivax. Just let that process in you for a little while."
@Jdjeyevebbdhsj,If you look at what ingredients are used in vaccines it will make you edge away from them
@Lykon,"47:59 ""everyone can be wrong, so let's put a person who we know is wrong in charge"""
@Pseudosuga,Dr. Mike is an absolute class act. Because of his demeanor and approach in the conversation all of the anti vaccine advocates are disarmed and respectful. People on both sides can learn from this conversation
@ShaelaEverson,Shoutout to Reece for showing mutual respect and a willingness to understand 1:07:47
@morganlugo7413,"1:17:00 Crazy how as soon as they realize they've been caught, and that they are in fact wrong, they immediately throw the ""well it was taken out of context""

Because it is easier to make an excuse and remain delusional than to admit they were wrong and change their mind/stance."
@a.nellfishur6709,"Dr. Mike: vaccine hesitancy and skepticism is warranted.

Hasaan: would you agree that there is some reason for someone to be an anti-vaxer?


if this isn't the perfect example of what the real problem with people is, i'm at a loss."
@alexhamilton6356,I agree that we need to treat each other with more respect but respect won’t stop you from getting measles
@Lykon,They can't even agree with each other.
@JuliaFriedle,"I was hoping to hear an interesting debate, exchange of facts and viewpoints.  And a chance for Dr. Mike to actually answer questions.  Most of it was anti-vax voicing their opinions, and Dr. Mike listening and then running out of time to even respond to anyone's concerns.  Format needs to change."
@nightwalkYEG,How bout 20 anti vax virologists
@Sid88,Can we just take a moment and applaud Dr. Mike’s calm and patience?
@tom_4615,Green scarf dudes on the verge of tears the whole damn conversation 😂
@luisal3273,Ni si quiera están de acuerdo entre ellos jajajajajaja
@stronautninjatoxic,"Very conflicted, as I like Dr. Mike but hate Jubilee."
@Maggieee_1,What was the red haired girl yapping about 😭
@lucasmed2351,"The professional YouTuber participating in one of the most viewed YouTube shows of the planet saying that she is ""oppressed"" and has ""no freedom of speech"" (not even considering that that legal concept is to be applied vis à vis the state, not a private company) is peak conservatism"
@MuhammadHassan-hj6mx,"It's 16 anti-vaxxers, why does the title say 20? 🤔"
@c2819fnf,22:27 compare the bank accounts then point to the answer. sweet heart marched with al Sharpton and has seen a welfare check every month of her ape life.
@capt_boring6217,"This format is intellectual brainrot. Fun to watch because you can laugh at the opposing side's stance, but intellectually lacking since the surrounded person cannot develop his arguments. The 20 people majority believe that the word discussion means talking rapidly and churning out emotional arguments. Out of the hour and a half of video, there was maybe ten to twenty minute of actual logically driven discussion. Props to the former cop who was the only one who brought valuable educated arguments to the table."
@fabriziopetri9910,"imagine if you applied the concept of holistic medicine to engineering, I wouldn't hop on a plane if you know what i mean 🤣🤣"
@Lykon,"All these people can't tell the difference between anectotes and medical studies. ""Oh, this happened to a friend of mine, let's base my whole judgement system on that""."
@JSRJS,"You can literally see the stupidity in their eyes. They don't even need to open their mouth and you can tell, they aint been dealt a full deck of cards."
@sxmii_608,no matter what dr mike remains that gentle speech pattern
@silentwolfz,"Guy at 1:01:00 annoyed me. Dr.Mike kept telling him that vaccines aren't 100% percent safe but he kept asking the same thing.
Also red hair telling that she actually reads and studys to an actual doctor who studied for hours is hilarious"
@MishkaMeshel,"This video made me love Doctor Mike even more. Smart, patient, well-spoken....I don't know how he kept a straight face through most of this."
@SkyMurrin,"Not one of these people are here to listen. Especially that painfully uneducated ""oh I read"". Honey, crayon wrappers are not reading."
@a.nellfishur6709,"yeah, dr mike is probably the  most patient person i have ever seen.  you are awesome."
@mndfrsr4462,"Yeah this format doesn’t work. Everyone should get to make their one point and Dr Mike should be able to complete his response. 
It came across like an anti-vaxxer opportunity to have a rant, and nobody was actually interested in what Dr Mike had to say."
@rachelolivia2475,"43:14 shes a villain, she is unsafe"
@Lykon,Why these buffoons vote out during the doctor's reply?
@michaeljoseph577,"As an autistic, which these people seem to care about for 5 minutes and forget me. 

I'm glad I didn't get meningitis, polio, ec."
@HeyMorganAshley,Dr. Mike is a masterclass in poise and compassion.
@neilsui,i wanna actually hear mike speak
@ScariestEarl,"Cop: “do you know the number one cause of death amongst kids is?”

Dr. Mike: “Guns”

Cop: “well no. ACCIDENTS.”

Lmfao pure manipulation of facts."
@neilsui,all these people got mental issues most definitely
@browniebrof5405,Am i the only one getting a tiktok ban court vibe out of this?
@Trizho,"wow, the guy talks about treating eachother with more respect while being hostile AF what a joke"
@sahandkheirkhah3036,"This was painful to watch at some points. The red hair lady, Latino guy and the green dress lady in particular were really out of their elements ahahaha."
@angelicharmony,"A lot of these anti-vaxxers are totally delusional (not all of them). Great job defending the science, Dr. Mike. -an RN"
@RANSOME62-CANADA,The format of this channel is genius. It allows honest dialog.
@MichaelTorres-b2v,"These people have baby brains and they’re all procreating.
There is no hope."
@HauntedGardenMedia,"It's so interesting in these how quickly the herd vote each other out because most of the arguments are anecodotal or personal. Even if they believe in the same thing, they experience it differently and don't think the others are getting the shared point across. It's why evidence and research should be weighed with experience to make the most informed decisions for yourself."
@Laquandacoaxum,admitting that you know people who have forged vaccine cards is very dangerous . and dangerous that those unvaccinated kids are going around other kids
@castiello_008,"Dr. Mike, you're hunchback. 

but seriously, I love you doc"
@billybobjoe4062,You can tell the ones that ask questions are significantly smarter than the ones that tell the doctor that he is wrong
@quinta0w035,"Rasta Guy: Trauma Dump and blame him

Dr. Mike: I'm just like you too :D

Rasta Guy: no."
@marlynsanchez8496,"I get where they come from, however they are only seeing the US health system. I’m from a third world country, where we don’t even have all the vaccines, they wouln’t have one complaint abt their system anymore if they spent a couple years over here. Their privilege is amazing and they don’t know it."
@bbs50,"Im surprise to see the government agencies pay taxes guy came back, i assume he would get teased so much online that he would lay low for awhile."
@Zeezee91934,"The First Lady that spoke, in green, feels a bit off. I stopped there."
@cole5457,Listen I completely understand medical mistrust but this just kinda felt like watching Einstein trying to explain the theory of relativity to a cantaloupe
@nessZ,At least let Dr. Mike finish his answers before you cancel him. They have 5 minute rants many of them based on misinformation and the only one educated on the subject cant answer properly because they vote him out.
@maeeliz,Go Dr. Mike 💪🏻
@silliestgoose123,so glad he called out that woman and said “is there anything I can say that would change your mind?” she sat there and spewed lie after lie then shook her head at everything he said
@ChefMimsy,"The one thIng that strikes me  most, is how little these people understand about how to examine data, or even how to read a paper about a study. They don't understand what the data measures, where it came from, how it was collected and how these things affect the accuracy of the data. Also, they don't know enough about biology or medicine or science in general and they lack the ability to, even on a superficial level, determine if the study they're referring to has any actual validity at all. So, they end up repeating whatever their favorite politician or news broadcaster or internet influencer has pulled out of their butts. 
I don't expect everyone to have the same level of science understanding that I do. And I've only got a Bachelor's degree from 1976, so my knowledge is relatively rudimentary. However, if you refuse to listen to the credentialed physicians who are well studied in this field, you will continue not only being ignorant about the topic, you'll continue spreading misinformation, possibly helping to enable negative outcomes for people you claim to care about.

If they don't have the ability to understand the topic, why do they so easily accept the opinions of people who also are ignorant on the subject? Too many people can't accurately describe their own medical issues- how can they so easily accept what other non-medically-educated people's ideas about the ""facts""?"
@waltergoggers,"Came here to listen to dr. Mike, instead got a lot of people rant about a lot of random stuff from spirituality to conspiracy theories"
@MrSmokedies,The girl in the green and white skirt is insufferable.
@alisonoj,Wait until anti-vaxxers find out that their children are doing fine without vaccines because everyone else has vaccines.
@Loldiebb,Girl in the Jean jacket and shaggy ah hair is mental 😭😭
@laineyl8752,I saw Dr. Mike aging in real time in this video.
@TacoEric,Just seeing the Title makes me WEEEP cause i know this is gonna be so funny-... and sad
@ItsDangerousGoAlone,"Anti Vaxer ""My mother got Vaccines when she was a kid and passed away 80 years later. Does that sound like a coincidence to you?"""
@shaunbreland6259,I hope my shots were SALINE SHOTS at this point. Weather it's real or not I dont want it
@coopersheridan73,"Another great debate between someone with an education, and twenty brain dead dummies. I love how every point he makes based on scientific research and peer reviewed information, one of these yo-yo’s go “Derrrr Rockefeller medicine!” Or they bring up a bunch of crap that has no barring on the debate"
@Legal-Canadian,54:28 her tone of voice is so valley girl/fit girl/vegan/karen vibe it is crazy
@Brorborirbo,Tried to focus on the plot.. mission failed. HE IS SO FINE 😩
@AlexOP69,i hate how everyone starts putting their flags up as soon as dr mike starts talking
@xcharms0287,Most of these people don’t know how antibodies are formed. The worst person in this world is an uneducated one
@Laquandacoaxum,the guy with the locs is annoying asf not gonna lie .
@growthisfreedomunitedearth7584,"Not cool how they only pick crazy women, and not any sane women.
They do that on purpose to drive the stereotype."
@Aznerep,I'd like to see Dr. Mike talk to other doctors have have doubts about some vaccines.  There are several of them.
@ramitospremium2292,"7:57 Heyyyy, brother mentioned Puerto Rico and the sterilization that occurred thanks to the United States. PUR 💯and that's true, I fact checked it."
@kevinbazarek,the guy with the cool jacket doesn't even know wtf he's talking about LMAO legit diarrhea of things he has a surface level understanding of
@georgeednie7723,I feel like these are getting worse and worse. 56:00 - can we PLEASE stop with this guy? He's unbelievably smug and adds nothing to the debate. Half of the people in this sound legitimately psychotic. nothing is gained from having severely mentally ill people debate things theyre convinced they understand and obviously do not. These things are usually at least semi interesting. This one was really hard to watch. Dr. Mike is the most patient person ever.
@froydinger,This makes it clear that a lot of ant-vaxers aren't crazy– they're just uneducated.
@silentwolfz,These people just like talking about something completely different than respond to his claims
@Baileysingline,"I don’t think I’ve yelled at my tv so much before dr mike your better person than me staying so calm and eager to hear others perspective, especially when they don’t wanna hear yours"
@LinkCCXXIII,How do vaccines help to lower the population?
@blesesteban6055,"How about a mixed group of active and non-active debaters, and whoever has a rebuttal gets to sit in the chair? That would be total chaos! 😂


Editing this because I just saw their other videos with this content idea. Hehe 🥲"
@Legal-Canadian,41:18 this lady is driving me up the wall. “I agree with you that some things are not true….such as climate change being true”. It is like a person saying “I agree that some things that Terrence Howard says are not true…like the sun coming up from the east”. Like wtf 😅
@Johnny-d9q8x,"The nurse was incredibly disappointing. Condescendingly shaking her head in approval or denial of what doctor mike was saying as if she was the smartest in the room. And not to judge harshly but clearly diet and exercise are not in her regimen and I highly doubt that she’s not consuming things like fast food or processed foods, and occasionally alcohol. But vaccines are the enemy, give me a break"
@cynthiar1977,"The moment the dude with the locs said Dr. Sebi I was his scientist, I tuned him out because people like him get their information from YouTube channels."
@savannahatencio5459,"I was bummed to see not only most of the anti-vaxxers giving pure anecdotal evidence but also Dr Mike! When someone came up with anything more than anecdotal evidence his response was just “oh I’m just a family doctor I don’t know anything about that” plus no one caught him on when he was saying measles is gone it’s not we’ve had hundreds of measles cases every single year since the year we so called “eradicated” it in 2000, we had 86 cases that year. In 2019 we had our largest number in years of 1,249. Measles are nothing new, nothing to be afraid of (take vitamins A) and definitely NOT gone!"
@blesesteban6055,"These peeps just keep talking, taking up the time meant for Doc Mike to explain and respond to their points. They present their research and so-called facts, yet forget to research the very vaccines that saved them from far more serious diseases in the past. 🙄😤🤦"
@KaitSa,The amount of fact checking happening with the anti vaxxers lol
@Otamazone.com-Official,these people cant even ask a question to dr mike. they just ramble at him
@shambothelizard3793,Where do you find these people?
@Mon_V,"Antivax: ""I've seen studies that say otherwise""... Where? By whom? Based on what? Honestly, it's SO easy to manipulate people and deceive them now a days, it is scary how they rather be aggressive and mean towards Dr. Mike 😮‍💨"
@angelicagajewski2425,this guy has the patients of a saint
@Kira-nj7wg,"I find it interesting that many of them heard RFK is a public health threat and they all reacted with ""why am I a villain?"" They internalized this statement"
@DakotaGolf,That first lady is an absolute lunatic.
@amandalynn007,"40:33 I have so much respect for Dr.Mikes conduct talking to people. This is a great example of juxtaposition when trying to reach a patient. I have only just started picking up on this hidden skill set, after watching how the Dr, I work with, handles his people. You have to change the approach while enforcing your findings. The goal isn’t to shame anyone, it’s to inform them to really help them."
@zateraliusmusicandgaming2015,"This is the ""i did my own research"" group."
@user-cu6ii3gv1x,Why was the crazy redhead always getting to the chair faster than anyone else 😅
@CvrsedCrap,"42:01 “Prolly not because I actually read and study”(about changing her mind)
Not even 3 seconds later: “Well I like to study everybody’s opinion, I don’t like to just say: I believe THIS and not further investigate everybody else’s opinion.” GIRL HOW CAN YOU SAY YOURE NOT OPEN TO CHANGE ONE SECOND AND SWITCH UP THE NEXT 😭😭🙏"
@tom_4615,Christ these people think they’re so damn smart don’t they
@david.the.disaster,The countdown system is so silly and chaotic. Looks bad for people to be sprinting and fighting for a chair. Just give everyone a ticket number and go around the circle one at a time and the individuals can pass or step up. Go around in a circle and everyone can participate. Otherwise its just clickbait/rage bait nonsense
@SeanAndCJShow,You people in the comments section are fools like this doctor.
@MrSmokedies,Running to the chair eliminates some disabled people from participating.
@growthisfreedomunitedearth7584,Grant was cool.  Not a crazy.
@SmittyD33,Small pox Polio rabies hep b etc we got rid of most of these with vaccines
@Legal-Canadian,23:27  This lady feels insufferable and not open to any changes. Almost everyone before her seemed to be inquisitive and questioning but this lady seems to have come here with an agenda and nothing Dr.Mile could have said would have changed her mind. Everybody has seen at least one study that is supporting their worldview but unless it has been repeated multiple times from multiple sources it is basically useless.
@alexsanchez4221,All these people are probably conspiracy freaks too
@megafawna666,Wasn’t the guy in the blue sweater in the 1 liberal vs 20 conservatives video?
@NovaKTTV,"All I got from this is that antivaxxers r just uneducated, stubborn, and/or delusional."
@robertwagner5440,Why are several of these people showing up in multiple episodes... can we get other people involved in the discussions.
@Risfummz,That 1 lady that got fact checked was so funny cuz how do u manage to get so much info incorrect😭😭😭😭
@tylertomooka5716,it's crazy that the psycho stone healing mom stereotype has shifted across the aisle
@growthisfreedomunitedearth7584,Fact checkers could barely keep up with this nonsense.
@randomizedperson1414,"42:08 worst statement of the video. Doctors read studies all the time, that's what med school is. Doctors know far more about this than some random lady who claims that HIV doesn't cause AIDS"
@jJustBrad,"everything that one woman said was fact checked, she says she wants to take in information from every view point but just refuses to listen, i wonder how she feels that literally almost everything she said was fact checked"
@charlotteoconnor8544,Also half or more of these people have a problem with the government or the corporate at big pharma not vaccines
@thunderd7904,It's kind of ironic that Mike is so *patient* despite being the doctor
@colinchicoine7378,The vax herd has arrived to defend the choice they made. Sucks being wrong.
@fernandaaliaga4095,"So funny seeing that every time the angry girl spoke, the screen was full of fact checks lol 
There's a ton of studies but not all of them meet the standars of population, the way of filtering participants, etc. We need to actually question the information after we read, a cohort analysis of 100 participants can't be used to support World Guidelines, that's why we classify the information with levels of evidence before implementing changes based on those studies."
@7deadlysins_meliodas819,The lady who said a vaccine caused her son’s brain damage like DID YOU NOT LISTEN TO DR. MIKE WHEN HE TELLING THE PERSON EARLIER HOW THAT ISN’T TRUE
@tomb4143,Wow that is some serious hardheaded stupidity
@fravel8702,20 idiots vs an actual professional
@corrupt9887,"@Jubilee you have to sort this voting system. Everyone was sat there listening to the side in which they agreed, but as soon as Dr. Mike started talking they just voted him out before he had time to explain his point fully or even at all."
@AutocraticAardvark,Trevelled to 20 different countries with children and says she's poor. I can't even process that.
@FireLight-1628,"Nah that brown haired lady is pmo, nah she got every fact wrong, that's actually crazy"
@NovaKTTV,The amount of patience dr mike has is astonishing
@christinata4227,First and last video I watch from this channel unless improvements are made. The debate system needs to be improved to allow a more equal amount of discussion time between both parties
@JoseCastro-to6rx,These videos should last 10 hours straight
@jahydahfarquharson2122,"I came here as an un-vaxxed person (mom’s choice, I was a minor at the time) to hear both arguments assuming I’d agree more with the anti-vaxers but bro.. a lot of them were kinda talking in circles around themselves not even addressing the actual prompt itself and this poor guy barely got to talk💀"
@mr_mr,"Dr. Mike: My claim is XYZ about science
Person in chair: Are you aware that the moon is flat and we have never been to Earth? And I was taken to court and the judge gave my daughter meat and she's a vegetarian. Do you know that my feet hurt? Why do my feet HURT... DOCTOR?? 

There are people who could have been brought on that are anti-vax and can stay on topic and have a conversation. It's so bad."
@SomeguyImade-c7f,"These peoples logic in a nutshell: 

This person died of a heart attack
""It was the vaccine!!!"""
@vladimirlenin,"This format needs to change. Any time he starts addressing their points, the people just vote the person out and put in another who goes on a whole new rant."
@Managable_Mayhem,"Someone really, REALLY didn't think this through in terms of time allowed to speak and how the voting works.
Makes it seem like this was done in favor of anti-vaxxers rather than keeping it fair and even or in favor of education."
@jumarob,I honestly admire this doctor
@boaz2578,Where does this embarrassing company find all these idiots
@coltonhaynie6174,Woah that misogynistic lunatic from the Sam Seder episode is on this episode too. Sucks to see assholes like this get platformed.
@mil-caminos,Fact check should be made at the spot. pause the time and give the information.
@sierrakelly7147,"Watching the guy with the dreads and the girl in the green shirt made me feel bad for doctor mike. The guy was like nature will heal us, but nature tends to cut out the weak, hence “ survival of the fittest.” the girl in the green she was just talking about religion,which wasn’t even the topic.🧐"
@katie6998,that one youtuber.. she should be deplatformed oml
@CookingWithJackDaniels,Flags SHOULD NOT be active when the SME is speaking. The flags are only for the guest.
@jessup0350,"The face of the lady at 42:10, and the stupidity to tell a doctor with years of training, that she actually did her study"
@HicktownHooligans,Id rather have downsyndrome over having a brain like either of these 20 people.
@amperesi9576,"The MAHA movement, oh goodness, thats the first time ive heard that"
@KellanRoss,Fact checkers hate to see red hair lady coming
@xkillerrino2329,"People forget that science isn't a one off thing. Sure you were robbed in your neighborhood. But that doesn't mean it is a bad neighborhood if you are the only one to get robbed that year. While you may think vaccines are bad because you are healthy with no vaccine, doesnt mean it is bad"
@_melodyx,DR MIKEEEE
@shelbynichole32,He should switch from family medicine to psychiatry because his therapy skills are off the charts 😂
